### Purged Previous Eye Data ###
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
(-0.03, 0.00, -0.02)
(0.00, 0.00, 0.00)
